2009.6.18 0:00,81,2010.6.17 0:00,208,2011.6.16 0:00,11777,2012.6.16 0:00,49313,2013.6.17 0:00,43399,2014.6.16 0:00,65347,2015.6.17 0:00,133747,2016.6.15 0:00,262510,2017.6.16 0:00,269937
2009.6.20 0:00,84,2010.6.19 0:00,218,2011.6.18 0:00,12025,2012.6.18 0:00,39028,2013.6.19 0:00,46903,2014.6.18 0:00,66992,2015.6.19 0:00,125430,2016.6.17 0:00,253752,2017.6.18 0:00,209359
2009.6.22 0:00,81,2010.6.21 0:00,242,2011.6.20 0:00,11278,2012.6.20 0:00,33475,2013.6.21 0:00,52994,2014.6.20 0:00,59884,2015.6.21 0:00,91203,2016.6.19 0:00,218298,2017.6.20 0:00,269438
2009.6.24 0:00,87,2010.6.23 0:00,242,2011.6.22 0:00,11810,2012.6.22 0:00,25550,2013.6.23 0:00,40634,2014.6.22 0:00,50429,2015.6.23 0:00,128795,2016.6.21 0:00,248164,2017.6.22 0:00,269685
2009.6.26 0:00,90,2010.6.25 0:00,227,2011.6.24 0:00,11134,2012.6.24 0:00,21880,2013.6.25 0:00,45588,2014.6.24 0:00,64766,2015.6.25 0:00,113329,2016.6.23 0:00,241300,2017.6.24 0:00,227127
2009.6.28 0:00,52,2010.6.27 0:00,215,2011.6.26 0:00,10298,2012.6.26 0:00,32547,2013.6.27 0:00,46797,2014.6.26 0:00,62354,2015.6.27 0:00,108876,2016.6.25 0:00,210998,2017.6.26 0:00,261906
2009.6.30 0:00,89,2010.6.29 0:00,253,2011.6.28 0:00,10892,2012.6.28 0:00,27315,2013.6.29 0:00,38973,2014.6.28 0:00,56883,2015.6.29 0:00,117119,2016.6.27 0:00,217029,2017.6.28 0:00,279811
2009.7.2 0:00,72,2010.7.1 0:00,273,2011.6.30 0:00,9885,2012.6.30 0:00,23608,2013.7.1 0:00,34053,2014.6.30 0:00,62009,2015.7.1 0:00,150917,2016.6.29 0:00,224112,2017.6.30 0:00,267360
2009.7.4 0:00,89,2010.7.3 0:00,283,2011.7.2 0:00,9454,2012.7.2 0:00,25272,2013.7.3 0:00,35351,2014.7.2 0:00,67724,2015.7.3 0:00,138811,2016.7.1 0:00,210409,2017.7.2 0:00,196539
2009.7.6 0:00,91,2010.7.5 0:00,243,2011.7.4 0:00,9495,2012.7.4 0:00,21992,2013.7.5 0:00,36291,2014.7.4 0:00,61901,2015.7.5 0:00,101714,2016.7.3 0:00,177127,2017.7.4 0:00,255483
2009.7.8 0:00,79,2010.7.7 0:00,209,2011.7.6 0:00,11053,2012.7.6 0:00,21962,2013.7.7 0:00,28865,2014.7.6 0:00,53366,2015.7.7 0:00,201921,2016.7.5 0:00,214959,2017.7.6 0:00,225106
2009.7.10 0:00,82,2010.7.9 0:00,258,2011.7.8 0:00,8211,2012.7.8 0:00,21697,2013.7.9 0:00,41777,2014.7.8 0:00,70042,2015.7.9 0:00,187202,2016.7.7 0:00,216812,2017.7.8 0:00,220835
2009.7.12 0:00,76,2010.7.11 0:00,242,2011.7.10 0:00,8057,2012.7.10 0:00,33442,2013.7.11 0:00,41040,2014.7.10 0:00,64146,2015.7.11 0:00,171652,2016.7.9 0:00,185405,2017.7.10 0:00,251722
2009.7.14 0:00,72,2010.7.13 0:00,1739,2011.7.12 0:00,8795,2012.7.12 0:00,26493,2013.7.13 0:00,40313,2014.7.12 0:00,54181,2015.7.13 0:00,176542,2016.7.11 0:00,218089,2017.7.12 0:00,257138
2009.7.16 0:00,69,2010.7.15 0:00,1793,2011.7.14 0:00,8419,2012.7.14 0:00,25417,2013.7.15 0:00,36738,2014.7.14 0:00,59877,2015.7.15 0:00,122340,2016.7.13 0:00,218093,2017.7.14 0:00,227903
2009.7.18 0:00,3,2010.7.17 0:00,462,2011.7.16 0:00,7821,2012.7.16 0:00,30561,2013.7.17 0:00,39565,2014.7.16 0:00,67767,2015.7.17 0:00,118048,2016.7.15 0:00,216081,2017.7.16 0:00,203165
2009.7.20 0:00,75,2010.7.19 0:00,487,2011.7.18 0:00,8185,2012.7.18 0:00,30733,2013.7.19 0:00,38020,2014.7.18 0:00,62427,2015.7.19 0:00,134643,2016.7.17 0:00,171013,2017.7.18 0:00,260575
2009.7.22 0:00,69,2010.7.21 0:00,465,2011.7.20 0:00,8545,2012.7.20 0:00,35383,2013.7.21 0:00,36884,2014.7.20 0:00,54742,2015.7.21 0:00,123367,2016.7.19 0:00,222146,2017.7.20 0:00,230199
2009.7.24 0:00,75,2010.7.23 0:00,392,2011.7.22 0:00,8437,2012.7.22 0:00,29975,2013.7.23 0:00,39644,2014.7.22 0:00,66921,2015.7.23 0:00,111582,2016.7.21 0:00,217606,2017.7.22 0:00,223358
2009.7.26 0:00,13,2010.7.25 0:00,2337,2011.7.24 0:00,7866,2012.7.24 0:00,29945,2013.7.25 0:00,42304,2014.7.24 0:00,64815,2015.7.25 0:00,106038,2016.7.23 0:00,195796,2017.7.24 0:00,240072
